application_id,annual_income,credit_score,loan_amount,years_in_business,num_employees,previous_loans,debt_to_income_ratio,monthly_revenue,loan_purpose,industry,has_collateral,education_level,geographic_region,default
75,126384.13741834437,752.1019565772039,52814.02062811614,0.9161090747675582,9,2,0.2916201601229634,19338.181466144142,real_estate,services,yes,bachelors,northeast,0
76,12987.366582230592,705.1730751580058,19421.014438814975,1.0003288400175978,8,3,0.2524889504209832,16191.220293358741,working_capital,technology,no,bachelors,midwest,0
77,20611.85682480977,800.213253099867,50958.07300841834,0.4030577019843372,6,1,0.17021767661789025,837.8345658226248,working_capital,services,no,masters,midwest,1
78,31118.011333266808,714.0719802270821,19734.45574857257,1.3304320216314953,7,2,0.028319359018461086,8312.057205404151,real_estate,manufacturing,no,bachelors,west,0
79,10779.515845567641,790.3875020806076,10302.803912616992,1.9698112808180608,9,1,0.16427532913189458,1746.770490688687,business_expansion,manufacturing,no,masters,northeast,1
80,52702.718808244426,667.7601442851442,24692.23410186783,2.751531682987853,7,2,0.3071329133576793,10345.134006084947,working_capital,manufacturing,no,bachelors,midwest,1
81,22175.33131711551,831.7721102420757,7559.09395763189,1.0909663371607183,10,1,0.19026304814692263,14388.430471016416,business_expansion,manufacturing,no,masters,west,0
82,137256.2624004627,644.7015193630482,19056.272559575424,4.714234038520891,8,0,0.21009521533660608,2489.719619599498,equipment,technology,no,masters,west,0
83,25386.026413358675,698.2587442501886,46477.99532268349,2.2079132927949527,10,5,0.3416655506614005,7027.12631741007,business_expansion,manufacturing,no,high_school,west,1
84,38535.096536089186,708.3757558353217,35426.575428106684,3.048765074727922,17,1,0.08018422813884872,8238.417884465824,business_expansion,manufacturing,no,bachelors,southeast,0
85,88588.86479112759,553.8809056416125,27910.67877743835,0.9777871928274451,11,3,0.32714065002809684,5077.986087046147,business_expansion,healthcare,yes,bachelors,west,0
86,15874.141709024805,807.9888723942139,19511.42473933417,5.048218213685116,12,5,0.33212609819280575,6140.492524471613,working_capital,services,no,bachelors,southwest,0
87,10007.494947299734,700.0709044118448,65346.13095149266,2.936688971498158,3,5,0.25528184249587593,10361.525127169056,working_capital,healthcare,no,high_school,southwest,1
88,57497.15231332837,589.7431807326323,28531.508683470616,5.949095887291445,7,0,0.36075053281305675,,business_expansion,retail,yes,high_school,southwest,0
89,60755.714572492594,641.3808798600949,14153.11181259858,0.5228872340551748,9,1,0.2650210600992467,7264.4132059408485,real_estate,manufacturing,yes,masters,southwest,0
90,86803.63919471491,711.3204197679268,45409.025592447,1.4373184768331388,7,3,0.18727737382213017,19517.32663164667,working_capital,services,no,bachelors,southeast,0
91,73061.31660083243,792.1188166453688,37571.65304942739,0.3597856280275057,11,1,0.1841064625325931,,business_expansion,technology,no,bachelors,southwest,0
92,62406.710117108676,789.736653939897,12226.23448367361,0.7282305616500656,9,2,0.5925109892014804,5238.249973246605,business_expansion,manufacturing,no,high_school,northeast,0
93,28016.44250862679,707.9487121671157,57098.82653609363,1.5053375221128775,8,0,0.1737026308971094,12074.695269919648,business_expansion,healthcare,no,high_school,west,1
94,59545.34734910833,741.9770683805953,29145.911050181334,6.749463010560353,4,4,0.1110161959597663,24264.568171824285,business_expansion,retail,yes,bachelors,west,0
95,62231.22780482107,800.524999205107,32059.98549070789,2.442831950775826,6,2,0.20058264078752075,12207.822798602425,working_capital,services,no,bachelors,west,0
96,27122.52878425553,787.4033477994337,59686.013566755726,1.2031271963779462,14,1,0.2339152915157064,5777.6680804591315,business_expansion,manufacturing,no,masters,northeast,1
97,162662.26559335281,774.2149585068977,6802.3137358101985,4.12190191190254,5,3,0.42833287692714583,15196.513290084195,business_expansion,services,no,bachelors,southwest,0
98,70688.20712304329,,12912.347156545684,0.05963697158989416,12,1,0.29233326633111484,16742.244179378653,working_capital,food,no,masters,southwest,0
99,20953.852364111895,753.0731307830515,60332.17713465708,1.386545512083344,13,0,0.4716305749181934,919.8255304428016,real_estate,healthcare,no,bachelors,southeast,1
100,87098.33715606785,762.6217126465629,12030.094624132544,2.755116413943635,15,1,0.12723540493680152,5242.812653595212,business_expansion,healthcare,yes,phd,southeast,0
101,97361.85421211699,810.0223746501645,25602.217264731422,2.6257148795324516,14,2,0.22873584033621988,,real_estate,healthcare,no,bachelors,southeast,0
102,67751.35046284247,832.3585944655931,66235.39449809019,2.806098671477062,12,2,0.1275523787667572,22406.97512741578,business_expansion,technology,yes,bachelors,midwest,1
103,41085.595144167906,777.9657830680655,9371.96645117398,0.7128715276223707,5,3,0.2564369917253851,,equipment,technology,no,high_school,southeast,0
104,26120.560381386294,711.7788280396371,3005.861213753255,1.2332990461116247,7,5,0.4134199589004336,32016.80160380022,working_capital,retail,yes,phd,west,0
105,47072.915890562945,763.8944754289516,8267.17717681861,8.045632487469552,11,4,0.3076242266370896,6266.422968093549,working_capital,manufacturing,yes,high_school,southwest,0
106,64410.77837166906,686.5012737075836,25335.291297134063,10.946154237491786,12,0,0.6531655976958858,1761.0106308426741,real_estate,services,yes,bachelors,midwest,0
107,50505.25349074947,714.497318576795,21083.334905453692,1.1220665574524022,5,4,0.29899154184348214,9285.518351016348,working_capital,retail,yes,high_school,midwest,0
108,130065.81650962846,768.9520282930189,19224.006973224325,3.1027213417738624,5,2,0.2756447263704843,12857.20380917805,equipment,food,no,bachelors,midwest,0
109,78357.38507541167,764.4894391250215,17740.28227099933,0.8284337742233094,6,1,0.535032328236872,11859.483452930368,business_expansion,food,no,high_school,southeast,0
110,23607.601631337955,,11873.25889197341,1.3791081998142203,8,0,0.2989720588861011,2413.9836988970847,working_capital,food,no,high_school,northeast,0
111,18935.629644876713,811.5265854054616,18284.22563781314,4.715482843833902,8,2,0.34655705565640643,3566.255031929554,working_capital,technology,no,masters,midwest,0
112,71110.53345051875,833.1179566997415,34271.4097851856,2.0865222712699687,9,3,0.38141433179984124,16470.851945035323,working_capital,retail,yes,high_school,midwest,0
113,41835.07577908052,716.0626896465267,42655.339149990126,5.683170339965292,7,1,0.5759740590980509,4296.98991438667,working_capital,services,yes,bachelors,southeast,1
114,83064.36438568079,759.9300084404144,36924.27681635341,2.9725599446740594,10,3,0.1427556004015629,5712.2284746689,working_capital,retail,no,masters,southwest,0
115,70659.16885759476,819.1849860233933,17921.88829362617,2.974022399932482,11,3,0.31553808932569377,20351.280087005613,business_expansion,services,no,masters,west,0
116,47232.056382787814,802.4578090855712,21292.289967473927,0.10340177405149151,7,1,0.3702540613064987,3572.789128559638,business_expansion,services,yes,bachelors,southwest,0
117,23851.820431801705,783.0981996867686,46560.23695737268,4.154929999885091,15,1,0.24262440650916206,8427.57727302682,equipment,manufacturing,no,high_school,southwest,0
118,11285.991740595658,682.9505801936818,46100.63333555188,11.431992731672041,9,2,0.22551464014798195,,business_expansion,retail,yes,phd,midwest,1
119,58758.62225093369,784.0181011008005,83049.29121458811,1.9218267778155513,7,1,0.3201442359304567,8435.269387901724,business_expansion,services,no,high_school,midwest,0
120,15607.546008570966,679.3646078420142,19362.99777195707,0.5179930679382099,7,1,0.5765044140386776,11993.668039657523,working_capital,healthcare,no,masters,southwest,0
121,22986.123882170916,794.8557581668872,7693.72740087031,11.313872173326104,10,1,0.23914260403112134,5669.731011510486,business_expansion,services,no,bachelors,midwest,0
122,56193.18839959944,716.2427424807934,26806.391936362863,1.0280028394203107,13,1,0.08250880698770817,4745.788528985357,business_expansion,manufacturing,no,bachelors,midwest,1
123,52288.46626557876,611.1219144641846,38457.16060837192,1.5788228045111647,13,2,0.21247538120804568,4901.927059656836,working_capital,retail,yes,bachelors,west,0
124,17511.65869420446,789.3250054565447,48755.11363590686,0.24156931496753176,8,1,0.14655822007274258,4336.778844715344,real_estate,healthcare,no,masters,west,1
125,104769.79690570661,669.4219118811873,16239.008944830233,0.35242367143422965,5,1,0.20105795190594608,14283.503507042173,business_expansion,retail,yes,bachelors,midwest,0
126,102925.75291345226,830.8643894114855,30256.68755515716,0.7322041128665915,9,1,0.23498182608886628,7871.444369089374,equipment,retail,no,high_school,southwest,0
127,72717.42625127593,713.9013702948218,41461.99098791005,2.3853142457202567,10,3,0.6209575994691047,9116.022114075047,real_estate,food,no,high_school,midwest,0
128,72655.33362293942,738.0985772960323,25096.586656137075,2.4479057752058604,9,0,0.15671966618683678,,working_capital,services,no,high_school,northeast,0
129,72718.04367392194,810.7834162344396,21103.617140829025,2.7960702028418165,12,1,0.28044276075152164,1385.8348316404479,real_estate,retail,no,bachelors,west,0
130,96796.7984057119,686.7651505500178,34713.40280321571,2.629890324907122,8,1,0.49481573421973235,9868.952606182409,business_expansion,services,no,masters,northeast,0
131,79709.26082484746,626.9769600132498,2741.0688488801175,2.0509986998475536,17,1,0.29722979691358076,16924.33523482088,business_expansion,services,no,bachelors,southwest,0
132,25643.93432242609,785.0488543850563,19837.15160183899,4.859959884073084,9,0,0.12303127570495838,31161.711569510113,working_capital,manufacturing,yes,bachelors,southwest,0
133,41377.4544211296,778.5134161163255,91977.12925234651,8.149745861482348,6,1,0.23860708035725356,10583.071019616293,equipment,services,yes,bachelors,southwest,1
134,203895.96594673462,590.5338464965772,33171.62853950122,0.9431515726793542,10,1,0.4131130983746402,,real_estate,retail,yes,masters,southeast,0
135,6944.529572138106,756.3015858131707,93639.98055321802,0.41845414637547534,12,1,0.39741106445652885,17286.861108660672,working_capital,retail,yes,masters,northeast,1
136,33858.89128408372,680.0957865970547,28447.77726428005,1.6606111955956409,11,5,0.34048321893053163,,business_expansion,technology,no,high_school,southeast,0
137,105144.37668084889,758.5401232396651,56858.654228829924,0.08033315816030237,10,3,0.59862244072589,3119.548822642043,working_capital,food,yes,bachelors,midwest,0
138,27098.0047870751,809.3760207866679,17681.14935330592,6.444931443697396,7,2,0.45595633979158956,8542.006489758285,real_estate,technology,no,high_school,northeast,0
139,81209.37865047669,775.6958762283268,19885.404743982603,0.8221512620928928,9,0,0.5832930624550299,7659.211949399634,business_expansion,healthcare,no,masters,west,0
140,51785.83915190565,804.5817257914769,14585.629350680923,2.3908376144922543,12,1,0.46805041313876866,3678.1573981569413,equipment,services,no,bachelors,southeast,0
141,28771.347510889267,,53956.75615193219,0.3668249188535584,7,0,0.26560280892931976,11286.21366633785,equipment,services,no,bachelors,northeast,0
142,5430.336513634758,669.0258475974993,11553.024306134279,2.4173176594628503,10,1,0.21520426113836405,7627.439575219473,business_expansion,healthcare,no,phd,northeast,1
143,57574.57559806404,727.5602759102003,4227.2623770604805,0.11932217171347226,7,3,0.2725354395565829,6878.596504502216,business_expansion,technology,no,bachelors,southwest,0
144,25158.27964448533,788.8550051418849,49616.678241314374,4.3935033082906685,7,2,0.26621560605347944,6359.499160278807,business_expansion,services,yes,bachelors,southeast,0
145,45686.621258244224,720.2698132300502,10532.59551336936,9.33150828294602,11,2,0.2086537947454324,8862.852125613821,working_capital,healthcare,yes,bachelors,midwest,0
146,72219.02909777328,720.8809221064728,44599.283019055765,1.1000722262032134,9,4,0.3208993675884646,19891.85914683007,working_capital,retail,yes,bachelors,midwest,0
147,91584.36895041235,541.3678195796521,20792.21707912744,0.8960859302061109,7,1,0.2671068731295868,7094.22984753811,business_expansion,retail,no,high_school,west,0
148,33768.97067322071,682.3984195704995,125829.86132573488,1.782594369907207,7,0,0.27964437320197016,1997.5182067005378,working_capital,technology,no,high_school,midwest,1
149,28725.04845972503,654.7447248924155,82713.99569237305,2.902544140599895,9,2,0.5892531078696764,15034.644538564284,working_capital,food,yes,masters,midwest,1
150,15339.182337848903,830.867469670112,147939.82548947574,0.6283228195836178,6,2,0.3061926042324383,10122.792019586315,equipment,retail,yes,masters,southwest,1
151,94638.87217189251,822.7247038244044,9387.37262000556,4.878348634713403,12,2,0.02815170744177222,26673.908956160267,equipment,food,no,masters,southwest,0
152,185451.7792652583,788.7930072604182,24954.754126827105,0.6639412293683777,12,1,0.5330063801398295,7641.102219904214,working_capital,food,yes,bachelors,midwest,1
153,101594.29149599002,698.7507897346384,4183.619629221998,0.016467775300664227,4,1,0.2135330061393502,8951.430251089594,real_estate,retail,no,bachelors,northeast,0
154,116868.03157928101,802.0519221573329,35902.43638058569,2.2285919984130045,7,1,0.08497288722298176,7238.8772213047905,real_estate,manufacturing,yes,bachelors,southwest,0
155,27295.022865669474,805.3024274455455,10523.97044570343,0.36701044033040786,9,4,0.26996268449580874,15833.301928965897,working_capital,services,no,bachelors,west,0
156,69234.0499516702,733.9018843719244,26169.324206036723,3.5943571668496936,7,3,0.12637403003707262,13503.916391430846,real_estate,services,no,bachelors,northeast,0
157,86402.08496882331,748.3937386104299,1957.3238255753201,0.5498580503346204,14,1,0.1911039206565055,9387.454743697153,working_capital,services,no,bachelors,northeast,0
158,19894.157922939638,726.5274357743507,2184.375362201203,5.101049860815796,8,2,0.21281343377229814,13310.493169026224,working_capital,healthcare,yes,phd,southeast,0
159,143614.56438797887,721.0582761157104,12014.108440365486,1.9067193123230015,6,1,0.19364204585251463,2421.0126601392362,real_estate,food,no,masters,southwest,0
160,12546.4030080295,673.7336091820011,13770.232177866552,2.506053849602171,11,3,0.14543005738651107,4272.7119531932,real_estate,services,no,bachelors,midwest,1
161,129169.71047687353,745.672259985328,65480.50993805298,0.6195421433649544,15,0,0.5758382587805505,9806.805513531905,working_capital,services,yes,high_school,northeast,0
162,12458.463830907625,711.8923420418762,18343.080117469242,0.4758903640422916,6,1,0.18938072499004124,6439.661010763088,equipment,manufacturing,no,bachelors,midwest,1
163,20806.12979834325,775.5513332941596,38669.293860528094,2.9932546242137064,3,2,0.1646666035710914,5793.106529580226,business_expansion,services,no,bachelors,southwest,0
164,70117.51479409012,764.7743816750647,3718.9450758929206,0.8849685823205817,7,0,0.12948117119364258,13011.569261585584,working_capital,manufacturing,no,bachelors,southeast,0
165,52752.43914815838,726.8528763221343,32081.789814532473,1.4629174018316382,7,2,0.2267540678614988,9088.746995613688,working_capital,technology,no,bachelors,west,0
166,36512.29899531033,724.0485280081405,30426.40887271168,1.9586031262125962,10,3,0.061006865808358526,23636.33824526062,working_capital,healthcare,no,masters,west,0
167,140014.31416169522,772.4586761998917,43275.78731987022,0.7826671212030544,13,2,0.5263604409413789,4326.772556088741,business_expansion,technology,no,bachelors,northeast,1
168,15749.180643061736,684.3903426579368,29397.096006399344,4.760444425151922,12,4,0.13181566720791343,9595.050285180621,real_estate,manufacturing,yes,masters,west,0
169,44348.76601678979,816.3761825156855,88344.17394901092,8.411589762969363,11,2,0.27614275535566046,10633.307264333334,working_capital,technology,no,masters,west,0
170,76421.85271496714,780.8687387649017,19234.236765290847,1.6963373489527136,7,2,0.05930134303097358,14911.525180695635,equipment,services,yes,bachelors,midwest,0
171,61691.42730615095,791.7233492605075,11211.490019142091,7.4866309090171725,13,2,0.32628965883451716,12687.398649757357,equipment,food,no,bachelors,southwest,0
172,29552.687136058783,832.0319197388258,44821.80189208157,6.4286221479920105,9,0,0.3673284904837278,9519.592405194531,real_estate,technology,no,masters,west,0
173,30471.317518963104,766.8845545056599,32476.326531401664,0.544735522163112,9,3,0.19596283546195964,11591.760217787754,business_expansion,healthcare,no,masters,west,0
174,90650.99766776318,737.4201069426657,11639.79983457138,0.5712376069538083,11,2,0.07988527938178405,1383.0530306992978,business_expansion,services,no,high_school,southwest,0
175,93560.73956597311,659.8629385525996,39169.78171223635,1.9468458333406888,9,0,0.2732103426103792,,working_capital,technology,yes,bachelors,northeast,0
176,62870.9649848657,767.7124502275328,54732.12062816535,2.238740079103393,7,3,0.2714265809706938,1817.0990852990813,working_capital,retail,yes,high_school,midwest,0
177,24275.158114965692,797.5887494867058,33517.36449322244,1.2516858484121642,7,3,0.632932708464108,27236.98734871624,business_expansion,retail,yes,bachelors,northeast,1
178,31291.016757350666,753.2678266779675,29383.764268369538,1.1259179139160442,8,2,0.054229838903483485,,working_capital,retail,yes,masters,west,0
179,49194.84565390583,748.2983515543613,6444.69117071813,1.6935616614327824,5,4,0.049693413402078515,5326.88757686474,equipment,healthcare,yes,bachelors,west,0
180,54683.11721754668,709.3167956366553,18740.292624053516,3.518190740791948,5,1,0.2902180097255647,14620.837643282375,equipment,manufacturing,yes,bachelors,northeast,0
181,74323.08355434267,826.6591304335507,10949.893746547123,0.2645062110926266,13,2,0.14618425906985838,,business_expansion,technology,no,bachelors,midwest,0
182,42570.816679295385,789.2024460286395,39947.82630804522,3.7196498436135306,10,3,0.2264679596834693,3627.2910156218254,business_expansion,food,yes,high_school,northeast,0
183,89265.36697506663,753.1475461181501,6684.013415043458,7.820826740440501,12,1,0.09281596243645938,6110.2531697690865,equipment,healthcare,yes,bachelors,northeast,0
