annual_income,credit_score,loan_amount,years_in_business,num_employees,previous_loans,debt_to_income_ratio,monthly_revenue,loan_purpose,industry,has_collateral,education_level,geographic_region,loan_to_income,rev_to_loan_ratio,rev_per_employee,credit_tier
121088.738907573,800.3944603890261,26207.429282457902,0.0123178566278202,10,1,0.4547282468578865,5830.222972593802,equipment,services,yes,high_school,midwest,0.2164315981707068,2.6695741468731535,6360.243242829602,Excellent
82697.16667397057,836.1203117803711,12403.614178938087,2.3239173517566742,3,0,0.0913577580328622,15164.71042344702,business_expansion,services,no,high_school,northeast,0.1499883814361951,14.67125004385396,45494.131270341066,Excellent
64655.78496530882,722.058892846625,14743.4569324891,0.5925266682812135,15,0,0.1914766783238808,,working_capital,healthcare,no,masters,southwest,0.2280299735,,,Average
21717.773865689735,827.8846998090914,58227.190464660285,4.068336097759678,4,1,0.324145320706052,5136.425731298312,real_estate,services,no,masters,west,2.681084664665743,1.0585623019529076,12327.421755115949,Excellent
28593.58598912698,835.3952452531863,15844.674766187767,7.51229146174426,13,3,0.6223530657244026,10793.31038176957,business_expansion,services,no,bachelors,southwest,0.5541338806422791,8.174337844374888,9251.40889865963,Excellent
46469.65260595598,815.9471374145627,30317.921504092297,3.141724921027452,10,0,0.1279065610991594,15433.542517373842,real_estate,technology,no,masters,west,0.6524241048351209,6.108680971991397,16836.5918371351,Excellent
24275.15811496569,797.5887494867058,33517.36449322244,1.2516858484121642,7,3,0.632932708464108,27236.98734871624,business_expansion,retail,yes,bachelors,northeast,1.38072692804329,9.751478170097014,40855.48102307436,Good
34959.08764403344,802.8567310364857,15091.21897701522,1.3565848443347943,9,0,0.2854510812989476,20673.74909727976,equipment,retail,no,masters,west,0.4316822890301943,16.439029181722535,24808.498916735713,Excellent
35834.29629560629,795.514578641723,41202.25528183525,0.3505883583934765,9,1,0.0703988489250937,18927.52098333952,equipment,technology,no,high_school,west,1.149799480944107,5.512568432017266,22713.025180007426,Good
35451.10930372719,768.9850039314349,19201.14236792649,1.78084873711062,10,3,0.0656715655043781,11150.357996659108,real_estate,manufacturing,no,bachelors,midwest,0.5416231746905064,6.968559129921712,12164.0269054463,Good
47555.12661708446,733.8718739789351,21200.136148424743,8.890434144436016,10,1,0.0995579426346176,20490.81491137049,working_capital,retail,no,masters,midwest,0.4458012764571773,11.598499990912464,22353.616266949626,Average
92508.45007757314,646.883633956636,43708.61977287393,2.140287346681476,4,3,0.1806797753074271,6923.338350180274,equipment,retail,yes,high_school,southeast,0.47248245685393603,1.9007706176030512,16616.012040432655,Subprime
31143.56140192097,779.3178668544683,13062.383925139457,0.0096698198404092,11,0,0.1556559700623147,3696.0550361649584,equipment,retail,yes,masters,northeast,0.4194248614069658,3.3954491526791144,3696.0550361649584,Good
53464.936546444456,740.6343910203282,39593.94684877258,7.612309851535191,14,3,0.1583990818386857,3490.3552296240314,business_expansion,food,no,bachelors,northeast,0.7405591291338606,1.0578451022931792,2792.284183699225,Good
29352.683610822856,777.2453272797198,2783.1182724558007,0.70039527158296,10,2,0.147090886108619,5065.455619765203,business_expansion,retail,yes,bachelors,southeast,0.09481648455934703,21.840777669037063,5525.951585198403,Good
82242.15948807744,712.0736598596359,30040.815020949245,3.2840384849558677,5,3,0.0995077089549572,8119.417523342576,equipment,services,no,masters,northeast,0.36527269234630155,3.243354423271197,16238.83504668515,Average
81469.34588172243,747.9072302691286,44515.18178430347,0.8775523807964336,11,1,0.2334582556955657,10358.069095774865,real_estate,retail,no,masters,midwest,0.5464040652589063,2.7922345627786367,10358.069095774865,Good
29454.169748801625,609.5314948665758,6187.340814589947,1.1169481038423807,9,2,0.3477430627614448,7359.947464553909,real_estate,services,yes,high_school,southwest,0.21006671948821842,14.274204736243528,8831.936957464692,Subprime
36056.0988782419,665.2705095006811,44311.50184997077,2.9122113375283614,10,0,0.3147176269831406,,working_capital,technology,no,bachelors,southeast,1.2289599603766796,,,Subprime
125873.81807408962,702.198099664127,40607.6072000724,0.3291022889681997,11,0,0.3036399072072104,10667.63117489571,business_expansion,food,no,masters,southwest,0.3226056682879681,3.152403771660003,10667.63117489571,Average
211648.73555894248,789.3002839571865,17255.04126768736,2.103725074534505,9,2,0.035058687487695,8597.553461753876,business_expansion,retail,yes,bachelors,southwest,0.08152678645604496,5.979159361865438,10317.064154104652,Good
112802.69598124085,775.5035098575761,22143.6128224654,3.38955980493994,8,3,0.2527143949495443,17853.832936044146,real_estate,retail,no,bachelors,southwest,0.19630393254033213,9.675295397393107,23805.110581392197,Good
68820.70779620431,774.886744762625,61226.86886173431,0.0911936498798939,11,1,0.1257114288171729,19227.99122797129,real_estate,healthcare,yes,bachelors,northeast,0.8896576455178731,3.7685398424170073,19227.99122797129,Good
27442.16773056007,811.5549294693546,22172.378542026527,2.941229722696306,10,1,0.4712612161651224,3424.354982267892,business_expansion,food,yes,masters,midwest,0.8079674593828466,1.8533085977886075,3735.659980655882,Excellent
12421.45171544473,736.1206098073974,28880.590949832247,4.615678253947051,7,0,0.4579494893010896,7905.370659795023,business_expansion,food,yes,bachelors,west,2.325057618796465,3.2847128398114234,11858.055989692535,Average
57878.71982935911,751.6995215179476,3392.745889653618,0.0791244167764154,9,0,0.1751091371655186,8812.337825267208,equipment,healthcare,no,masters,midwest,0.05861819161857174,31.16886949727731,10574.80539032065,Good
48697.55725438785,808.9081078396975,27738.628876687733,4.696567908170987,12,1,0.2395256101617685,4191.871800659172,working_capital,healthcare,no,bachelors,southwest,0.5696102728770601,1.81344441463623,3869.420123685389,Excellent
102506.17910779789,735.4678171536472,34849.86688257102,0.5338770657107661,9,2,0.2111931775107118,4644.218326929518,equipment,retail,yes,high_school,northeast,0.3399782060511895,1.5991630645059032,5573.061992315422,Average
27989.418821788888,638.5338673711669,13415.817579264738,1.2660641944560136,4,1,0.2636877679191157,16654.17412278531,equipment,technology,yes,high_school,west,0.4793174758005917,14.896601588218674,39970.017894684745,Subprime
66813.49152710891,758.7896585635068,30987.34926299806,1.3333579882158042,6,3,0.0952002193918074,2959.09851846616,business_expansion,healthcare,no,masters,southeast,0.46378880304379044,1.145925129609245,5072.74031737056,Good
100570.83589533893,807.8364088970213,33289.03820821471,0.3555871092031127,10,1,0.6888378510379619,2321.572593507848,business_expansion,technology,no,bachelors,southeast,0.33100091007025756,0.8368782224048331,2532.624647463107,Excellent
9308.341664770882,678.0833370211151,30589.453490727017,2.049771762063024,8,4,0.2104607785747513,1119.1450694333396,real_estate,manufacturing,yes,bachelors,southeast,3.2862409427032686,0.43903173480468277,1492.1934259111194,Average
41217.93240228614,641.0831902864852,42330.316950417735,0.7161642723515139,6,5,0.2167631550183185,9925.687943837753,real_estate,technology,yes,high_school,west,1.0269878783886528,2.813781325161182,17015.465046579007,Subprime
79659.52789676595,782.157144817411,34304.13750409911,9.205394395917688,7,2,0.4706970829427008,20225.216472788485,business_expansion,healthcare,no,high_school,southwest,0.43063445653512555,7.075024044472347,30337.82470918273,Good
51854.3352267365,678.46920018011,24022.528181792182,0.8645493326764376,13,3,0.2879616815678529,7109.657048256217,business_expansion,retail,yes,bachelors,midwest,0.4632694272578913,3.5514948272675184,6093.991755648187,Average
83024.48217158466,770.0934306308459,28799.9240700443,4.194942931674866,6,0,0.1371864626873463,17500.66424638645,real_estate,food,no,high_school,southwest,0.34688471781344354,7.291962660685667,30001.138708091054,Good
20669.19687663516,764.3911831865519,59484.67328839765,6.325442380315838,10,0,0.2956374268164753,3011.411174255503,real_estate,services,no,masters,northeast,2.8779382982588104,0.6074999170838005,3285.1758264605483,Good
29275.8553868832,758.6031981974372,35253.57918559946,4.07280295368064,6,2,0.0226333834580391,4274.360472861272,working_capital,services,no,bachelors,southeast,1.2041861362722246,1.4549537056320347,7327.475096333609,Good
23693.705272694937,755.5552458835981,24798.70995819624,1.625619508598295,9,2,0.2217945275777509,4006.3200389369167,business_expansion,retail,yes,bachelors,northeast,1.0466370570468813,1.9386427982079277,4807.584046724301,Good
50554.83324751612,700.2773486636524,8144.6375417180625,2.1807192205660755,13,2,0.179516215241009,23827.03208004419,equipment,manufacturing,no,masters,southeast,0.1611050223760183,35.10584522158004,20423.170354323596,Average
51820.129487960505,704.7819389800081,65981.39477721576,0.5849464922451175,9,5,0.1622595063458755,18661.24353552283,working_capital,retail,no,high_school,southeast,1.2732773041655965,3.3939101041890636,22393.492242627395,Average
48792.22363630703,758.737195264551,23667.042989556117,4.038123389173136,9,1,0.3332645960429661,1844.3206073413007,working_capital,services,yes,bachelors,west,0.4850576838941207,0.9351336073934924,2213.184728809561,Good
35320.206733576284,841.0239823692718,14199.810935087582,0.0585543856215382,7,4,0.3036708037690772,7888.958390387585,business_expansion,services,yes,bachelors,southeast,0.40203079902097094,6.666814164691575,11833.437585581378,Excellent
73308.77924182279,717.2097509559571,31864.413372557618,2.271221124951115,11,4,0.181042077476022,7259.566106493547,business_expansion,manufacturing,no,phd,midwest,0.43466026445498707,2.7339211381877795,7259.566106493546,Average
58464.69008180035,809.4807738865754,13856.465929520193,3.3292043653299164,8,1,0.5321186568450339,10558.625497394123,business_expansion,food,no,bachelors,southeast,0.2370057193477984,9.143998664887045,14078.16732985883,Excellent
86491.04099011488,794.6491597405393,11386.393990949393,6.948831179018551,4,0,0.056790855918121,24171.93116885721,working_capital,manufacturing,yes,bachelors,northeast,0.13164824773145123,25.474542180023988,58012.6348052573,Good
7298.979579433992,701.5384356679403,41436.77804897432,1.507704840326875,10,2,0.3909359429897051,17480.475580320042,equipment,food,no,bachelors,southwest,5.6770645255744805,5.062307371264608,19069.6097239855,Average
13855.137658336986,688.0376521845019,44632.11611615204,1.6890898539174404,10,0,0.3484912711442171,9267.798360420617,business_expansion,technology,no,bachelors,southwest,3.2213405029631326,2.4917837198919686,10110.325484095218,Average
27315.12574758555,567.315018595455,2889.8052592915114,2.1763600572712245,7,1,0.0292887066357185,13638.58633467498,working_capital,services,no,bachelors,northeast,0.10579505603927719,56.63462457660213,20457.879502012467,High_Risk
113752.24355461914,646.1330557945608,52710.828595046245,8.404720445470499,8,1,0.1404813143462464,1288.5082895893834,working_capital,retail,yes,bachelors,southwest,0.4633827601762711,0.2933381979928198,1718.0110527858444,Subprime
32075.47488322863,720.5605896008375,3218.563523251294,6.581921423695838,12,3,0.2249115519760794,14388.028932399597,equipment,retail,no,high_school,west,0.10034344105171292,53.643914711597525,13281.257476061166,Average
43959.53065545327,752.4686598391507,2679.091673566997,1.4988340027892857,12,2,0.3738905128999861,4668.865554120976,business_expansion,healthcare,no,bachelors,west,0.06094450130744755,20.912455957113476,4309.722049957824,Good
37082.97647840073,642.1756075256699,2831.6707621825426,4.279947920592452,11,0,0.3816592499587908,2118.3189141096914,business_expansion,services,no,bachelors,southwest,0.07636039582085627,8.976971228373564,2118.3189141096914,Subprime
37363.99718556775,752.751528501084,70281.32787988975,1.6198976140005688,9,2,0.243822276171563,11015.69442053428,business_expansion,retail,yes,high_school,midwest,1.8809906105323144,1.8808456958929316,13218.833304641137,Good
57303.40241900043,821.3286029962356,34955.465072181825,1.944472932048817,6,0,0.4490990557707222,13917.280504046648,working_capital,healthcare,yes,bachelors,southeast,0.610006798828082,4.77771832527239,23858.195149794254,Excellent
76216.32162402754,790.2454538432403,21109.98837352124,3.0037101638953025,10,0,0.1200736964504852,21473.999954546583,business_expansion,food,yes,masters,southwest,0.27697464169655295,12.206922850112806,23426.181768596274,Good
51802.9250559666,745.3687326611275,37120.180486933765,0.6262280279036652,13,2,0.3205324694332029,4065.769244932044,real_estate,retail,no,high_school,southeast,0.7165653376930641,1.314358666845488,3484.945067084609,Good
68080.28709896091,681.7203518292702,58704.63537497103,4.796055828582179,7,1,0.6856462163753152,7306.489118586199,working_capital,technology,no,masters,west,0.8622853674041682,1.4935425262674005,10959.733677879298,Average
53345.33984300156,552.5050562997271,26456.378562686623,1.1740412054253624,10,1,0.3049373963943686,6110.111145481472,business_expansion,retail,no,masters,southeast,0.49594544978161803,2.7714047699036457,6665.575795070697,High_Risk
48751.66511008129,603.3199208657693,40820.21860207827,3.14410098608003,7,0,0.5298254662381374,,business_expansion,healthcare,no,bachelors,west,0.8373092182404207,,,Subprime
60706.64288860648,811.0739878125376,93213.45241587258,2.0786028660966878,4,0,0.3504903791610134,4464.076529132145,working_capital,retail,no,high_school,southwest,1.5354736809508462,0.5746908515952492,10713.78366991715,Excellent
84400.61423937151,709.1222654602516,14520.511382541954,2.8181293318835032,9,4,0.3850186455518656,3170.557797213174,business_expansion,services,yes,bachelors,southwest,0.17204272164640633,2.6202034185711613,3804.6693566558088,Average
58958.303916802935,637.9043072107919,51842.23150948221,0.1537876395245507,12,3,0.2262877853534751,3620.947678388689,real_estate,technology,yes,bachelors,southwest,0.8793033052945072,0.8381462540222374,3342.4132415895588,Subprime
103659.4067267972,715.2147574266505,4716.224885016556,1.7168397380008191,13,3,0.1720822510744805,18514.435224396337,real_estate,retail,no,high_school,west,0.045497316971927625,47.10827580582342,15869.515906625431,Average
58003.97010074153,815.0002926058498,11845.056958842611,0.4125371138301821,12,1,0.2822731807950848,5409.98337339577,working_capital,healthcare,no,high_school,northeast,0.20421114172126248,5.480750383965384,4993.83080621148,Excellent
4902.816286492343,689.1335386100246,86860.3601492113,0.3884737407813823,9,2,0.4811960338432864,7729.242877066717,equipment,retail,no,high_school,southeast,17.71642155362872,1.0678163706022232,9275.09145248006,Average
70844.82418740532,722.1870765036381,34176.40096945414,4.191509590521916,8,2,0.2686219956844303,3680.201311032729,business_expansion,technology,no,bachelors,midwest,0.48241210788476424,1.292190355870755,4906.935081376972,Average
98603.7312772078,626.7707616490236,50795.5213616111,1.07212012656353,6,2,0.8133108960485994,17840.60873048923,real_estate,services,yes,bachelors,southeast,0.5151480649174714,4.214688598972692,30583.900680838684,Subprime
56009.88408173059,791.8167526433635,12280.347315738043,4.035613958320547,16,2,0.1337535177049151,18348.08415206569,business_expansion,services,yes,high_school,northeast,0.21925321783560728,17.929216832873145,12951.588813222841,Good
39059.91229395765,664.4896752010449,29418.718367786547,3.254517944254167,11,2,0.4258174259320634,15511.77445222744,business_expansion,retail,yes,bachelors,midwest,0.7531690840889136,6.327308045622627,15511.774452227439,Subprime
27691.3968389942,792.86529147536,25643.091831356047,3.9674494471135366,14,2,0.1546625869960014,3971.0329816523663,business_expansion,healthcare,no,bachelors,midwest,0.9260309972633876,1.858293691391042,3176.826385321893,Good
25531.28196482682,,31076.14991669224,4.454257076842415,9,3,0.089963767703899,,business_expansion,manufacturing,no,masters,southeast,1.2171793785477412,,,
47611.52375907501,715.571943021209,24035.64488700692,0.1462051085329682,11,3,0.3242003041952101,23926.805233333525,business_expansion,services,no,bachelors,southwest,0.5048283060237233,11.945660877327555,23926.805233333525,Average
46938.559350698015,769.012641560415,24980.21616989889,3.345147696871206,6,2,0.6023116170084699,8521.132888139837,business_expansion,food,yes,high_school,southeast,0.5321896648495077,4.093383097973349,14607.656379668291,Good
43762.36324582577,769.1075261289578,35624.3749689325,0.2178386893436711,8,1,0.5908715049101156,7551.008481438296,equipment,technology,no,bachelors,southwest,0.8140413891271389,2.543542219442096,10068.011308584395,Good
21392.032480880716,767.7256295476359,10239.82990667972,7.73786491550075,13,1,0.2440165218967123,2480.7924328988124,working_capital,technology,no,masters,west,0.4786749419604223,2.907226923023307,2126.3935139132677,Good
54208.6833047338,843.5403373079583,14785.858478894866,1.2140484613415996,7,1,0.3912285653018502,12305.309629477952,business_expansion,technology,yes,bachelors,southeast,0.2727581187593783,9.98682056605112,18457.964444216926,Excellent
35184.46419524292,725.8311546962206,28345.70134593283,3.3690688463969773,12,1,0.3216729726555731,11979.479471209115,equipment,healthcare,yes,bachelors,northeast,0.8056311782334786,5.07144811465617,11057.981050346874,Average
80517.28100350808,690.6926923104006,26695.900761855635,5.482759911505794,11,0,0.5202057220556422,27197.38769079272,equipment,healthcare,yes,masters,northeast,0.33155492123934194,12.225421992264002,27197.38769079272,Average
64808.13497825607,708.9403132763614,49701.43023662299,0.8357049070920088,9,1,0.5014599286651079,6782.303288896371,business_expansion,healthcare,no,masters,northeast,0.7669011035810787,1.637531134972201,8138.763946675645,Average
130205.0817008694,788.0010054470085,26224.68071707962,1.5390826910143456,12,2,0.164386873988507,17138.405058450513,equipment,manufacturing,no,masters,southwest,0.201410577638792,7.842263664229132,15820.066207800472,Good
68075.73694121753,629.5425543672528,42599.663140292345,3.116297989245208,13,3,0.4011133879650823,3423.7060586967286,business_expansion,retail,yes,masters,southwest,0.6257686666903188,0.9644318681134614,2934.6051931686243,Subprime
70773.8866124901,760.4426958495544,70948.93111877996,2.183426121712866,5,0,0.3042039052209009,14427.016210398962,real_estate,services,yes,masters,northeast,1.0024732922503723,2.4401240694170516,28854.032420797925,Good
79032.13259025327,674.008092811649,35070.19009996628,0.4818905569811197,5,0,0.1087897511568766,,equipment,services,yes,masters,northeast,0.4437459669897306,,,Average
39816.21820750156,793.2320650199886,27986.1492458945,5.363434129078804,6,1,0.2460442686243829,8661.531280925907,equipment,manufacturing,no,bachelors,west,0.7028831593031328,3.713921999563569,14848.339338730128,Good
69161.77972315947,661.7587884757361,58948.297046603606,1.3828680313434574,4,0,0.1845948084596035,2185.968816034782,real_estate,manufacturing,yes,high_school,northeast,0.852324756270144,0.44499378448938187,5246.325158483477,Subprime
38775.55814343292,712.0833746836547,32670.539563257626,0.7592374355658591,8,1,0.2307234135346925,5023.968202205411,real_estate,services,yes,phd,northeast,0.8425549786173276,1.8453205619052913,6698.624269607215,Average
71019.28192497119,763.4139722971408,7726.293968223267,0.7693005955461792,10,0,0.3552158814266697,9265.856437013816,equipment,food,no,bachelors,northeast,0.10879149660055663,14.391152820107344,10108.20702219689,Good
47578.00222612985,820.9893097441856,3085.094779953593,1.679589598201746,11,1,0.0364662685966906,4773.6341647023655,business_expansion,food,no,masters,west,0.06484288191054846,18.567860647290132,4773.6341647023655,Excellent
30675.09295318582,687.7521119402197,7318.120471551452,10.322105196991744,7,2,0.0136671729244633,1432.3545412035974,equipment,services,yes,bachelors,west,0.238568811591909,2.3487252715929268,2148.531811805396,Average
42105.725280472216,623.8508056563712,18667.72754366653,1.729239221872819,10,3,0.4585852988767427,1829.3986698808665,working_capital,services,no,high_school,northeast,0.44335366316278346,1.1759751681635415,1995.707639870036,Subprime
81303.84537235169,751.4263689586957,19662.23868805472,0.0188019441865481,11,2,0.553037163222541,15764.088323280042,business_expansion,healthcare,no,masters,northeast,0.24183651582240237,9.620931922907857,15764.088323280042,Good
51902.876372792976,765.5256912612023,22834.042522273907,0.975869003190465,9,0,0.1119135815461083,3543.576208924717,business_expansion,food,no,high_school,southwest,0.43993790166518343,1.8622595829781148,4252.29145070966,Good
87098.33715606785,762.6217126465629,12030.094624132544,2.755116413943635,15,1,0.1272354049368015,5242.812653595212,business_expansion,healthcare,yes,phd,southeast,0.13812083005027068,5.229697172265541,3932.1094901964093,Good
56656.47070861125,643.9971217335763,27256.13648648673,0.5180347047867029,5,5,0.1540334670958695,4961.061535732383,equipment,manufacturing,yes,bachelors,southwest,0.481077203452826,2.1841957849059064,9922.123071464766,Subprime
69937.43126772437,717.5557459567655,5494.939955999428,6.78563176183998,7,0,0.1986233983522214,1671.2332860744289,business_expansion,retail,no,bachelors,southeast,0.07856937059764069,3.6496849082668206,2506.849929111643,Average
35498.09936999326,788.7846312507618,23903.23456088617,7.866954590913944,10,1,0.0310510402474225,7576.427037339466,business_expansion,services,no,masters,midwest,0.6733666022812009,3.8035490223168966,8265.193131643055,Good
10606.010126159172,752.7959924104684,22895.434335379985,0.406880308369626,10,3,0.0555386297127295,4062.680661700651,real_estate,manufacturing,yes,bachelors,southeast,2.158722654502362,2.129340165560539,4432.015267309801,Good
94493.17180722753,787.9686249396387,45725.6635978195,4.879084352038792,12,1,0.2343190125495455,26651.477645589333,business_expansion,food,no,bachelors,southwest,0.4839044210582649,6.994272069029716,24601.363980544,Good
87161.12588227254,814.7990650954275,70419.09029117606,0.5213629517665955,8,1,0.1614533783275523,5415.554102278781,business_expansion,technology,no,high_school,southwest,0.8079185482927601,0.9228555631393288,7220.738803038375,Excellent
29975.795998058453,750.8449676971713,54920.22970949875,4.084893668009192,7,1,0.1055491773607069,13616.223657158938,business_expansion,healthcare,no,high_school,southeast,1.8321525043479683,2.9751274666404415,20424.335485738407,Good
26120.56038138629,711.7788280396371,3005.861213753255,1.2332990461116249,7,5,0.4134199589004336,32016.80160380022,working_capital,retail,yes,phd,west,0.11507644436986038,127.81748450656295,48025.20240570033,Average
24735.10563009424,678.6268295720467,15253.198861177005,0.4910887582329413,8,0,0.5863957342466298,1961.019030386955,equipment,retail,yes,high_school,west,0.6166619657367611,1.5427733275670958,2614.69204051594,Average
162662.2655933528,774.2149585068977,6802.313735810199,4.12190191190254,5,3,0.4283328769271458,15196.513290084196,business_expansion,services,no,bachelors,southwest,0.041818633909685064,26.808254740470602,30393.02658016839,Good
112135.36318516522,821.2100944423366,27756.222761534973,2.886112132155924,6,1,0.3321853333253226,10613.722381248055,business_expansion,services,no,high_school,midwest,0.24752425972397812,4.588688801953701,18194.952653568096,Excellent
34448.42167703572,809.9461865846589,16123.400928849032,2.659486425141592,11,1,0.449187495799974,9580.354708967136,real_estate,services,no,masters,midwest,0.46804469242575764,7.130273383872374,9580.354708967136,Excellent
10296.98445222548,656.7283274626889,86876.3703437564,0.7839612176927324,11,0,0.2144194618335037,3435.384995845403,working_capital,retail,no,masters,southeast,8.437069196170611,0.47452051445693294,3435.384995845403,Subprime
12248.281558122306,772.3144383939884,22398.535789040623,2.677561960212117,7,3,0.2431288776603256,16187.931290767654,equipment,services,no,masters,southwest,1.8287084339891406,8.672672951041125,24281.896936151483,Good
